player,rating
555438,1625.455008303739
540268,1624.89649191166
154208,1624.15514459653
154179,1623.697405520603
541788,1623.25009858875
177050,1623.170940947316
120815,1623.033249853203
324805,1622.715020218178
295821,1622.472853108951
446399,1622.471804347545
303716,1622.346582854125
344934,1622.341546577602
107639,1622.199977042018
352037,1622.196106173485
144094,1622.041910623611
428672,1621.928251547999
463599,1621.303815370077
346294,1621.290208624604
322398,1620.876043287943
554444,1620.75139756052
543163,1620.698648402685
177770,1620.531488448415
775569,1620.228370839177
344314,1620.151803747348
440499,1619.979885269622
178854,1619.459620598306
139094,1619.229523384628
291542,1619.187715499778
172685,1619.07141304071
300140,1619.030104093254
448892,1618.787822160883
407683,1618.418985697524
565356,1618.356884388927
374077,1618.243154780234
391019,1618.096954474609
529172,1618.096743947993
156034,1617.823740799372
177931,1617.427879018612
137377,1617.287020000227
184845,1617.284993160149
178486,1617.279471464401
295845,1617.272133386605
460683,1617.257709798952
138932,1616.84371846962
524291,1616.818823018107
143977,1616.534345377363
165065,1616.131541209743
313780,1615.767298943808
536592,1615.684941306195
354299,1614.511316849059
345333,1614.166522166172
305721,1614.113979189925
348138,1614.110607774968
432491,1613.296639439838
310733,1613.243683140493
310842,1613.12303926678
346588,1612.790551398233
178222,1612.727882525417
292357,1612.715943947902
318481,1612.525871612578
308405,1612.4512347533
405698,1612.435832233066
180632,1612.373761879143
335312,1612.352653705333
376217,1612.130577992444
434738,1612.118530160272
316737,1612.083083477764
187787,1612.042895869446
176640,1611.9949872579
175503,1611.356155744528
337363,1610.973425469527
459666,1610.931112503028
318143,1610.4937344538
420688,1610.275419073826
167769,1610.107795538664
677535,1610.068300869942
307296,1609.674724803281
551741,1609.393666092669
313426,1609.35359966964
306616,1609.094297789559
190137,1609.0464503906
156659,1608.860449147576
291708,1608.837442684941
554821,1608.816061579002
540238,1608.751708507873
459473,1608.435192857542
352677,1608.372760843708
295418,1608.300819770483
172123,1608.281281599094
346745,1608.177822390403
421180,1607.834905101886
183844,1607.597936050935
395471,1606.848741784059
776923,1606.847685559015
447783,1606.824674480062
310596,1606.731989841531
321561,1606.691229372628
303436,1606.042595820453
464051,1605.830065660159
137644,1605.749334821446
422022,1605.642049800728
302774,1605.575143304043
315585,1605.439385190119
422469,1605.192294850978
376405,1605.117811746358
337826,1605.072490361223
307753,1605.044085847122
296645,1605.03839589585
517552,1604.933022862966
165836,1604.771972484994
431525,1604.599378581825
294363,1604.498276258777
182246,1604.206902560403
320930,1604.170379542296
420184,1604.12115664403
633531,1604.103525790063
294382,1603.836739550422
159716,1603.709801758429
150986,1603.676808182066
161656,1603.652811063546
375896,1603.187373444042
725558,1603.150249868758
430883,1603.149425253133
554630,1603.12145668163
732955,1602.902135352977
377476,1602.845746260458
729086,1602.80386765174
172038,1602.724604504441
444618,1602.486835642218
517179,1602.423122645552
177745,1602.323407698753
353798,1602.307000529448
502008,1602.209300933577
401046,1602.021396384573
459696,1601.750058588966
178099,1601.651214923899
355752,1601.616224568338
180213,1601.435584981077
348257,1601.317628003991
321829,1601.155340432594
319635,1601.098932275186
168387,1600.832672041106
439689,1600.81711454221
557878,1600.816110697732
306156,1600.639648511954
417475,1600.620865997133
319888,1600.476216418969
172741,1600.347029131754
166258,1599.987639901451
420130,1599.979196558335
291738,1599.789457721186
355675,1599.75960079849
419387,1599.737185729948
308376,1599.529175546503
551375,1599.06683642769
646663,1599.042512579228
184524,1598.75231722058
541292,1598.467333431292
753325,1598.290088968451
376228,1598.168941562649
190417,1598.158403783686
184224,1597.937835517557
184247,1597.800999491521
553997,1597.513260102061
658410,1597.413348567837
163056,1597.359553428626
166061,1597.356777083635
456006,1597.090015972293
165544,1597.044617332662
701161,1597.007221327346
339242,1596.729896073403
312015,1596.468944663145
341763,1596.200849752657
169990,1596.151567228853
291274,1596.13594513538
405246,1595.411665356884
332318,1595.259433714574
178361,1595.257334910801
591677,1595.142645744869
314842,1594.950323110011
442105,1594.550913003121
304071,1594.443151221765
170178,1594.180173693641
304434,1594.037927325699
376828,1593.354534958719
166725,1593.253690960572
567555,1592.704974440317
546383,1592.648683982285
565313,1592.412909040037
159343,1592.27447543836
378019,1591.787442722481
553190,1591.769191996097
307774,1591.495266221063
360443,1591.366055346893
173277,1591.050015355749
300738,1590.875415642481
172367,1590.847611555318
584170,1590.449927734772
550753,1590.248094351553
181803,1590.013921380381
296330,1589.860442148873
595193,1589.197819971967
338849,1589.101195765719
373768,1588.610086648089
352647,1588.44158776592
308190,1588.433631546684
409125,1588.139225809258
155201,1588.115646735179
292789,1588.047654575466
550505,1587.901872114771
302795,1587.861445597808
306146,1587.783579620223
566895,1587.441048347682
316729,1587.390431723843
163518,1587.180109063707
172408,1587.02515560491
374917,1586.861216451372
568563,1586.533018500653
544981,1586.208620362759
168939,1586.173019137942
336907,1586.029038441544
165831,1585.568238309597
402681,1585.266026660674
401839,1585.24440010212
161941,1584.688093630667
435315,1584.357298358726
351794,1583.977354178953
559270,1583.964929689248
727270,1583.856471751291
583022,1583.791220911946
157264,1583.787976932552
184801,1583.778356187058
459474,1583.761590038844
553612,1583.749145246954
298911,1583.623081304658
312228,1583.353052874769
509667,1583.34628058381
165699,1583.316109134757
459941,1583.308706775652
171788,1583.275684147316
291584,1583.207131401213
186142,1583.157251356663
309265,1582.736185419888
299481,1582.4429245767
454737,1582.079283643395
409873,1581.852889335286
183873,1581.575611573872
552144,1580.819591621512
350899,1580.485747329603
749161,1580.35197346853
307616,1580.306248285912
182550,1580.259007060485
178096,1580.190350397603
347193,1580.176290240851
393447,1579.946318976113
699171,1579.840318018624
523698,1579.473288127733
150549,1579.456332691484
306270,1579.318278901049
173742,1579.262847620353
137705,1579.252922801696
376586,1579.172841411691
354750,1578.836610594044
318682,1578.801154186171
510014,1578.784721481984
374486,1578.749071328771
173861,1578.637342985632
383906,1578.559770623266
302768,1578.474577382799
348165,1578.4563347796
756916,1578.208952504049
389307,1578.049238395888
306706,1577.974919239077
612310,1577.842502660176
404816,1577.72423858574
547222,1577.586301145612
346196,1577.305363038681
300394,1577.257352317986
165322,1577.156457285337
535421,1577.021272957929
701189,1576.353709162483
179288,1576.271733348252
318082,1576.2021980996
391068,1576.14696306777
372403,1575.959175164963
359696,1575.882529485277
161940,1575.633766186347
533772,1575.523344613814
299156,1575.419700562489
173357,1575.261660493228
407776,1575.141877357361
291380,1575.128225578343
166647,1574.98345943362
165439,1574.832228555321
175223,1574.673889329067
319512,1574.672981215153
184395,1574.554175955786
180790,1574.447217292806
165414,1574.302518846991
420539,1574.274539869882
291626,1574.071370224884
168281,1574.010161624814
322785,1573.90035353754
547882,1573.698833411078
432218,1573.672367691861
354201,1573.561633037896
175560,1573.515715720946
507462,1573.494662999308
149578,1573.405426942504
379462,1573.397544347273
315979,1573.303225356113
159997,1573.270162864997
524403,1573.219518070633
699299,1572.946837615353
356726,1572.892741534533
436395,1572.689292990711
358911,1572.451235743891
700808,1572.271063116458
126313,1572.123294480848
387432,1572.096595662159
146379,1571.951035544605
556606,1571.932651517539
169656,1571.902988735147
540186,1571.888270452293
320016,1571.779058203228
463458,1571.675590956228
396317,1571.547957308853
156045,1571.356030471358
540905,1571.313503918638
756284,1571.30929444802
405713,1571.279432901109
162466,1571.122588830634
399713,1571.026710881075
413031,1571.003137131669
337830,1570.912990102344
513472,1570.726362305016
162026,1570.518268251558
169945,1570.515459882372
526090,1570.464621075532
317454,1570.451094668653
367216,1570.260673719706
372434,1570.224950226636
166603,1570.021861279244
633582,1570.004424407045
671013,1569.662171311824
692784,1569.454137168653
648395,1569.372880578413
732949,1569.209017824701
324879,1569.09875738532
177749,1569.088809429227
185679,1568.876656206856
161745,1568.828673017475
302136,1568.816645162596
360921,1568.793529022824
189708,1568.740946644163
646884,1568.693942429841
383527,1568.604445966975
173921,1568.512747292922
374303,1568.490254607317
291732,1568.460284122227
528676,1568.454086721469
359496,1568.370895995896
501573,1568.311481327476
524492,1568.255908183141
340240,1568.223906964577
178365,1568.180548911422
370555,1568.162442035291
177042,1568.126668948137
330720,1568.103559084654
177076,1568.027288946944
370556,1567.931332291108
593415,1567.80949764651
155026,1567.721253845852
166495,1567.644533496361
553046,1567.408424316656
351849,1567.32671994837
183385,1567.315441552362
170095,1567.265839065501
648335,1567.206812070705
350148,1566.994419514012
347222,1566.981775389045
169747,1566.784119715899
567614,1566.682556010918
319850,1566.628142004386
299778,1566.620185017775
171975,1566.579188052655
422352,1566.108887827772
541523,1566.069268772889
189046,1565.988306404679
328098,1565.937528053139
180732,1565.887356624569
727484,1565.73909870427
381689,1565.738358396865
380655,1565.731789086525
630172,1565.595876866854
430638,1565.592508467185
409509,1565.590379498105
773820,1565.579454229618
165925,1565.479718667797
359493,1565.402657503048
517393,1565.350028482309
381149,1565.347479101145
315043,1565.324055912456
182904,1565.129628056517
316640,1565.11335510183
322801,1564.728463515459
612038,1564.677767555115
311487,1564.641257828737
172142,1564.573138028812
331532,1564.291132058459
293033,1564.119481045453
165830,1564.029996094191
435371,1563.996020343229
366405,1563.322304348977
318309,1563.25005643068
355149,1563.154407456871
176416,1563.067997430293
555278,1563.047695013356
318563,1563.021267350897
175300,1563.016599035353
379396,1562.878250599058
337274,1562.768127061267
371018,1562.674225028997
432201,1562.640347233839
320300,1562.624193893924
173290,1562.582837401937
346833,1562.540978163911
339209,1562.522600797927
315834,1562.252216533388
454221,1562.232406615962
307134,1562.214965460368
307957,1562.181021507293
291997,1562.140292955644
301503,1562.09540050848
354923,1562.04079439069
315637,1561.981143847326
322748,1561.807950231707
510342,1561.582538307024
500272,1561.569479212664
329617,1561.498119877075
123816,1561.455284460281
565315,1561.325240753137
153189,1561.254645580395
691641,1561.141340586047
291540,1561.023490862755
158854,1560.97228390738
544799,1560.880889504014
294996,1560.794270275756
185839,1560.789008553622
161974,1560.707093443813
776518,1560.628276956
396433,1560.556704055676
141158,1560.518629978646
387534,1560.381101205666
170477,1560.294977840235
154989,1560.267654524804
441979,1560.245692448065
308527,1560.237789452764
773040,1560.237055035105
172292,1560.116097833954
307674,1560.100257284177
137978,1559.918517008653
329952,1559.779826560302
695696,1559.560349568072
551154,1559.552894344883
541170,1559.549168134429
182625,1559.547558476688
167716,1559.503377766546
180218,1559.433048904828
773043,1559.318212891393
331248,1559.202012195072
166649,1559.16020288156
395968,1559.106456365163
298432,1559.07266245756
342629,1559.059833811144
292280,1558.949285349688
353336,1558.896418765052
180546,1558.82998007863
428406,1558.799377528686
778186,1558.764006319045
309431,1558.266381984736
523841,1558.143056648438
342154,1557.946611477935
338491,1557.91523703145
308149,1557.883398792477
445902,1557.799191693187
155991,1557.770697711932
173835,1557.631080229709
336999,1557.509745674427
296863,1557.316648605018
303987,1557.295096572507
363313,1557.291486142963
427914,1557.171390250213
138323,1556.974376426288
304433,1556.905408888709
184216,1556.851819212179
622068,1556.813019796751
329146,1556.705001501485
169897,1556.456329876034
581048,1556.174536535501
170085,1556.169432188089
381191,1556.076096010326
545434,1556.046437820769
340891,1555.992278344804
459915,1555.965183115434
554820,1555.853636222613
144360,1555.785205224406
186870,1555.776419097067
756392,1555.776273897826
179880,1555.56981055098
462332,1555.559758417767
140053,1555.554074678739
293384,1555.443392190364
620423,1555.435424914136
297932,1555.263676238254
295317,1555.198267814001
397668,1555.183969222029
326805,1555.17508387405
167975,1555.166562922004
295548,1555.075944193219
544730,1554.981664236099
155518,1554.915386328742
297414,1554.800693457188
172996,1554.756467348017
405061,1554.746976016442
311339,1554.740724777273
541499,1554.728603692982
361147,1554.646322849192
178404,1554.590928951058
400592,1554.542362797734
175719,1554.531316587648
313025,1554.522174610849
303981,1554.515102008301
318493,1554.365114802522
393525,1554.274807529234
511533,1554.144802689839
350018,1554.052110435834
171747,1554.039266746464
522146,1554.038065740379
150201,1554.000227538357
376566,1553.83630699751
529019,1553.827642380894
402719,1553.749143862434
166943,1553.645057594641
172279,1553.519378366066
173797,1553.51623061897
331937,1553.495018940818
322119,1553.39745820193
375634,1553.307352936526
554334,1553.25275753009
301089,1553.238910587741
146321,1553.200741903984
160596,1553.123096317315
181262,1552.861397933563
164974,1552.852196081191
430588,1552.742539911915
323567,1552.730138969441
326990,1552.460181141613
520940,1552.449312049952
436545,1552.442291021429
338751,1552.363572051175
299142,1552.333093832082
361923,1552.332848617932
299049,1552.308751674071
177010,1552.267611779136
169286,1552.223871697385
187984,1552.188096760188
178827,1552.18024767636
329524,1551.994962443142
389361,1551.983783837684
376786,1551.930624042463
317697,1551.928052305996
540906,1551.913762958918
643993,1551.883198833818
345933,1551.857049520527
541246,1551.841319104487
169114,1551.738679643814
306260,1551.70001891867
309982,1551.625516336099
428681,1551.494489305286
159607,1551.436317144693
156897,1551.411806227182
300856,1551.406005002179
183631,1551.375067617567
164348,1551.375067617567
377434,1551.334475923877
322338,1551.315777962204
401025,1551.1044146617
347221,1551.022310315211
444950,1551.015197823719
370703,1550.991417776829
331842,1550.863359987598
344228,1550.79251031723
539582,1550.646847223478
553524,1550.53849087644
378851,1550.533015923345
622272,1550.412848997395
156445,1550.395604245218
145183,1550.328802446705
296117,1550.316535044283
554626,1550.279776742783
567913,1550.16138940112
171945,1550.150457091997
559160,1550.077343254022
443904,1550.01600365062
157280,1549.945894780181
533140,1549.930244119031
373841,1549.877496088682
612527,1549.7534919631
138321,1549.728033180898
367372,1549.622554545699
145244,1549.592374252912
399254,1549.543105292684
464258,1549.52673802968
369767,1549.437751311389
334510,1549.432967350157
778033,1549.364324396603
334881,1549.342253135932
177920,1549.239341004747
183732,1549.237494078804
553784,1549.228583931494
178095,1549.030590238551
312646,1548.868003391106
324651,1548.868003391106
460702,1548.868003391106
181827,1548.724203373937
541921,1548.718803690602
360293,1548.685557874877
442146,1548.549425656359
387530,1548.533853723017
303063,1548.529238624646
292175,1548.200214088715
521936,1548.189174150656
447205,1548.15830836366
507398,1548.061072073355
559670,1548.042695729097
296640,1548.019771827256
170369,1547.996172937707
313767,1547.963949430559
149233,1547.883111649851
379397,1547.880292121088
130978,1547.861175624115
317624,1547.83290069541
329818,1547.797007613218
356231,1547.742854483194
180866,1547.739464253583
187591,1547.729986789624
445292,1547.677399525432
364829,1547.599727862793
389034,1547.589504687162
360465,1547.584855308543
334490,1547.496047713016
376801,1547.491720289891
464320,1547.39064196909
646420,1547.278076227345
421138,1547.259839800267
295557,1547.229600367687
542822,1547.156875325757
630598,1547.153476430264
410091,1547.124670809434
151708,1546.97773207958
409030,1546.934094832746
393549,1546.916509025076
137073,1546.886621286602
177092,1546.80504869661
395427,1546.738680583841
524647,1546.594722239879
553452,1546.565040832371
296240,1546.564769256446
163939,1546.563083228932
463127,1546.420677016045
352625,1546.416653491726
388084,1546.270914808898
298595,1546.251062819088
308497,1546.184801673628
392643,1546.184801673628
137352,1546.156058166407
306082,1546.156058166407
150816,1546.156058166407
138338,1546.156058166407
630093,1546.150123515244
307018,1546.147373539016
155516,1546.116394419744
160706,1546.097590984358
316752,1546.01456068423
527550,1545.948062927003
779527,1545.89783602661
362877,1545.888555345843
337413,1545.822140720981
357971,1545.75797702659
772443,1545.735421548984
541268,1545.72345517223
445012,1545.672391572421
452314,1545.649818020439
310312,1545.61887785562
175065,1545.604453881682
341779,1545.587509642592
137976,1545.583704333093
316632,1545.565847925526
431101,1545.512995214254
310070,1545.318731088102
291866,1545.254613783617
182652,1545.245295157247
441648,1545.210352980703
161878,1545.204122628886
318266,1545.197140942826
435779,1545.031423365077
646471,1545.002326999572
691654,1544.979345548767
315345,1544.877107074768
328680,1544.864707220352
345109,1544.804678416419
177357,1544.767551526253
174602,1544.734033587054
190424,1544.723133972241
299161,1544.700855848823
751424,1544.69683674377
504064,1544.655354884529
179100,1544.631005484262
177626,1544.558323968041
527941,1544.499269636286
177436,1544.475360994823
631623,1544.347698151251
182323,1544.321571726188
299676,1544.2657552612
325261,1544.231115735103
364826,1544.222176382607
508468,1544.209690029818
312847,1544.158238361123
374001,1544.127879897527
429638,1544.124779841613
431945,1544.093849486321
151596,1543.999067902984
129325,1543.987854231988
337194,1543.908192539542
749416,1543.904672166867
169902,1543.893080791151
333975,1543.868046587849
457375,1543.845098200536
553597,1543.827517049542
385767,1543.785948529464
646848,1543.733238504446
301820,1543.713124703796
457303,1543.623450269908
363867,1543.600282017733
404381,1543.584186949812
340907,1543.532068100227
459504,1543.526545591656
300229,1543.451167795847
330386,1543.424304333485
295880,1543.397060318861
340218,1543.35867974526
172361,1543.320121280269
372444,1543.227696926669
183663,1543.167248981377
307645,1543.126911886401
186140,1543.098410799605
686457,1543.087292567805
606823,1543.070224027138
138389,1543.048818533674
701108,1543.013486816986
176350,1543.0110298834
175135,1543.006506482844
372370,1542.996239575922
178750,1542.993875711355
699807,1542.954188761353
517639,1542.920576783835
156140,1542.86108372987
419646,1542.726233718325
646668,1542.679993402891
175008,1542.528326886295
137798,1542.503175555144
386746,1542.494846028081
310724,1542.388803392502
310382,1542.355591687942
728790,1542.244688491718
372387,1542.216862340479
165709,1542.191114957716
298884,1542.160948039374
749665,1542.153498472418
170159,1542.147303225931
652450,1542.048433089987
298402,1542.033301343836
351749,1541.973054238927
183840,1541.968769254165
311988,1541.967023905477
629935,1541.931254521511
353262,1541.797413584088
181745,1541.76641283636
178684,1541.665199897638
727672,1541.618964209072
387314,1541.615883001898
605578,1541.502992159431
160003,1541.481447439068
365352,1541.458048505618
185667,1541.382837836507
306554,1541.381598794027
292740,1541.379804510106
403127,1541.362876379408
171218,1541.293670083482
411198,1541.244010727208
466716,1541.212709076993
383084,1541.177102204449
293515,1541.148129163873
459799,1541.081184712768
184833,1540.867133436549
630170,1540.835403328891
304285,1540.81594617153
305723,1540.681249473319
387358,1540.671659174107
188260,1540.656305037526
541113,1540.636847053107
378203,1540.617767653098
294598,1540.574051960922
174997,1540.555028334144
161269,1540.529039455476
534596,1540.442844767897
440763,1540.422545245309
152779,1540.411593506917
169666,1540.411593506917
138800,1540.364516316541
177588,1540.292490693877
376601,1540.283448329324
503940,1540.249801760914
391581,1540.23270870359
305977,1540.188725504754
363926,1540.164673542913
305797,1540.129639106344
165775,1540.078318852814
340736,1540.018658353999
318837,1539.888496824197
716645,1539.881981429137
313029,1539.866391820082
166124,1539.86351780931
409960,1539.84417116327
141880,1539.840621630062
291651,1539.754199824942
291855,1539.743858407525
309368,1539.734228115051
326968,1539.688721642915
138168,1539.678711124183
149053,1539.678711124183
292487,1539.588331332873
164735,1539.588331332873
305555,1539.580556367174
393868,1539.520837403236
423003,1539.482383626573
305809,1539.463246686226
399843,1539.452693006131
351504,1539.409458157437
184597,1539.349460041755
313755,1539.324042277649
416790,1539.317133630694
174167,1539.30063116702
182799,1539.22820056507
184041,1539.179041336428
316698,1539.153245134298
457301,1539.12526885941
292174,1539.069584386337
179465,1538.891569924857
299473,1538.875745861623
298995,1538.860861793475
178294,1538.858415188948
155855,1538.822162601889
352481,1538.820504793089
424347,1538.772488373527
314533,1538.769829850543
518992,1538.74859096129
542127,1538.748011649772
430405,1538.64012028051
179831,1538.565185958253
364905,1538.543687272266
368008,1538.542054875577
162907,1538.520456548243
595235,1538.497402062967
367717,1538.490201988111
456848,1538.308102440481
347212,1538.304757040195
360467,1538.289699997004
313131,1538.274835528134
155541,1538.255327076927
188453,1538.208181369731
779951,1538.205442563817
427379,1538.015760136431
292592,1538.01519465298
293986,1537.965802983272
299614,1537.923632208458
520320,1537.847457936603
619109,1537.830662828848
533292,1537.752879989359
160810,1537.742876378568
541197,1537.742419231987
435258,1537.7368789053
581989,1537.703109685525
348429,1537.67778117434
174017,1537.626505143503
172513,1537.625444743225
153229,1537.614406020551
170121,1537.61269502138
184840,1537.61269502138
598709,1537.568185714586
180923,1537.520540946638
184364,1537.436699301231
129927,1537.433566303297
610239,1537.433165802614
311027,1537.370926440584
182033,1537.314929055763
346555,1537.312587144746
308829,1537.247242786093
133145,1537.247242786093
143037,1537.214183632948
316748,1537.203927313594
159209,1537.031981089129
166370,1536.997326466481
304035,1536.979063822622
169464,1536.976111230477
533669,1536.927215656124
296573,1536.922119370324
182717,1536.8842897585
723924,1536.876475794483
172168,1536.874410780725
173645,1536.780780290327
308413,1536.685871938462
180083,1536.620272640446
374251,1536.609277796802
169939,1536.602166567579
582600,1536.573340818592
117336,1536.551566835112
295017,1536.54744216057
170540,1536.547084519162
188424,1536.540048491613
417467,1536.482578496059
181330,1536.412409246
402095,1536.342136747111
305916,1536.277862852374
162034,1536.277562768527
172933,1536.227280173906
540839,1536.221656021658
546068,1536.176078439046
521939,1536.1619062521
610318,1536.141028897445
177820,1536.111370079244
340073,1536.003062909493
179697,1535.999154086747
405399,1535.983160938883
328949,1535.979198072792
385658,1535.862316850155
519385,1535.858541026522
146539,1535.683664400705
174365,1535.632571070436
172585,1535.632571070436
343392,1535.626453464603
416189,1535.572494542015
406638,1535.51122278498
609350,1535.457729911195
178424,1535.446399310748
646474,1535.432239860008
308427,1535.419169311156
435558,1535.418495595996
351207,1535.416265760598
349619,1535.402226556365
162398,1535.393912544828
334679,1535.359895092525
161597,1535.34217497181
178542,1535.32029399756
139332,1535.310468469396
138020,1535.310468469396
142928,1535.290757934471
641271,1535.246674653441
295793,1535.221165632922
581520,1535.173862163822
170741,1535.150771067566
346401,1535.091956696133
540090,1535.036275022161
330966,1534.9422454404
308581,1534.940200285078
383244,1534.883573775097
296334,1534.849776238984
291939,1534.840805059815
150591,1534.822101576357
409409,1534.807515676958
400192,1534.750748961911
177152,1534.745398681162
296566,1534.745149393842
306019,1534.732456848968
183850,1534.71187032809
451817,1534.706316413465
349171,1534.668601406447
154144,1534.633630657035
177957,1534.563031695525
508959,1534.502399862798
175588,1534.489416589887
136672,1534.473376555118
548252,1534.292337854048
444943,1534.281760308782
423224,1534.25900313628
460747,1534.249044394632
380308,1534.219883778886
515849,1534.209529861429
155426,1534.201801070234
327667,1534.180357810751
526215,1534.098357271439
336643,1534.006787190023
136053,1534.000720872865
385005,1533.99807159562
348537,1533.997781851489
750266,1533.968586484909
186256,1533.965720290427
296138,1533.928760227955
338237,1533.917366474674
540809,1533.879676598193
352436,1533.857903654234
143708,1533.839581051635
317763,1533.829335114061
175954,1533.807942919034
322780,1533.79440677196
420299,1533.757656967426
341715,1533.752609072979
144565,1533.726904455556
170889,1533.715479427638
415339,1533.689400726913
398485,1533.68121909151
434301,1533.671108778144
522260,1533.656149487472
310698,1533.60331998587
307827,1533.593605679229
295789,1533.556581501389
173744,1533.553747526573
338081,1533.532071295568
188564,1533.432492696181
732972,1533.404345832924
344899,1533.380313024795
337332,1533.336634673885
541220,1533.246017561723
401122,1533.181342102383
304409,1533.147486373687
165924,1533.048498989322
178943,1533.005880049846
161301,1532.998728238911
292272,1532.932096084791
392746,1532.916389557384
305876,1532.898962637489
351724,1532.861148876069
639459,1532.85880737307
509191,1532.830514473936
298023,1532.774053896698
323009,1532.761154025491
371657,1532.663161731999
178178,1532.653918599459
597041,1532.581218827379
296193,1532.562719583853
595801,1532.465032557857
406246,1532.455737889825
434038,1532.416989192475
188660,1532.327618120786
151437,1532.290045471482
459004,1532.286598976842
339225,1532.274763876811
351632,1532.213453102677
521065,1532.193963311693
401366,1532.151313976937
189041,1532.147816330387
188595,1532.132637751959
188960,1532.129551864389
182531,1532.122174836092
179934,1532.088880675346
324490,1532.051577940269
308548,1532.045765449205
163378,1532.035761537631
358808,1532.028015072567
432206,1532.011676657119
172314,1531.971577506254
613444,1531.970199885675
167413,1531.960450581849
309644,1531.945460663932
166053,1531.945017573683
417861,1531.923548107662
597168,1531.868125604726
779674,1531.819271807889
158903,1531.812299233542
361925,1531.781644999444
420409,1531.706217036408
454107,1531.679322704149
341125,1531.607761816201
432217,1531.588789688923
335012,1531.580245523749
187746,1531.564269753935
344339,1531.53660483485
138056,1531.528209912675
190306,1531.526161944114
179370,1531.522064542114
459582,1531.501456801748
170061,1531.496408999878
188170,1531.485184774698
315653,1531.456475715159
291797,1531.448410035684
292162,1531.414488043211
187597,1531.368619017835
400906,1531.327343984729
152954,1531.24788496343
303960,1531.218230702103
298642,1531.188490860891
180219,1531.166653948372
310759,1531.165340166787
533568,1531.138934598038
333800,1531.101323296483
178353,1531.049359408189
314387,1531.041457886827
177481,1531.015015610413
565329,1530.98802496048
503114,1530.962676044403
348688,1530.958584875347
308083,1530.941307837548
339292,1530.93541798524
294484,1530.92894980692
173458,1530.889156052358
150641,1530.87136147208
418797,1530.772405482981
324030,1530.770964561211
445308,1530.760750722274
599954,1530.739335806923
551608,1530.738609373917
541800,1530.703891999704
385488,1530.696972694089
607266,1530.676106503677
353107,1530.666683805931
329581,1530.598650404027
298523,1530.58873448497
438977,1530.575436301833
292467,1530.568977368398
464173,1530.549721596493
184226,1530.527747301753
301823,1530.490306205463
